product_name,variant_name,variant_price,variant_sku,variant_stock,parent,Favourite,Product Description,Short Description,Information,Variant Header 1,Variant Header 2,Variant Header 3,Variant Header 4,discount code,GroupName,Sort,Image,category_name,sub_category_name,child_level_1,child_level_2,child_level_3,child_level_4,child_level_5
,1 7/8 JIC Female X 1 1/4 Straight Hose Tail,172.25,24FJX-20GS,4,GS-FJX,,,,,1 7/8–12,1 1/4,,65.8,,14,24 - 20,,,,,,,,
,9/16 JIC Female X 3/8 Straight Hose Tail,17.27,6FJX-6GS,700,GS-FJX,,,,,9/16–18,8-Mar,,33.3,,14,6-Jun,,,,,,,,
,3/4 JIC Female X 3/8 Straight Hose Tail,28.15,8FJX-6GS,40,GS-FJX,,,,,3/4–16,8-Mar,,35.3,,14,6-Aug,,,,,,,,
,3/4 JIC Female X 1/2 Straight Hose Tail,18.14,8FJX-8GS,328,GS-FJX,,,,,3/4–16,2-Jan,,34.5,,14,8-Aug,,,,,,,,
GS-FJX45,,,,,,,,Female JIC 37° Flare Swivel - 45° Bent Tube,,JIC F,Hose ID,Drop Length mm,Cut Off Factor mm,,,10930,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312541_1709547658_1709546710_GS-FJX45.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , JIC GlobalSpiral Two Piece Tails,,
,7/8 JIC Female X 1/2 45° Hose Tail,111.83,10FJX45S-8GS,4,GS-FJX45,,,,,7/8–14,2-Jan,16,53.6,,14,8-Oct,,,,,,,,
,7/8 JIC Female X 5/8 45 Hose Tail,POA,10FJXMM45-018-10GS,0,GS-FJX45,,,,,7/8–14,8-May,18,63,,0,10-Oct,,,,,,,,
,1 1/16 JIC Female X 5/8 45 Hose Tail,POA,12FJX45S-10GS,0,GS-FJX45,,,,,1 1/16–12,8-May,21.1,71.6,,0,10-Dec,,,,,,,,
,1 1/16 JIC Female X 3/4 45° Hose Tail,75.03,12FJX45S-12GS,146,GS-FJX45,,,,,1 1/16–12,4-Mar,21.1,79,,14,12-Dec,,,,,,,,
,1 5/16 JIC Female X 1 45° Hose Tail,POA,16FJX45M-16GS,0,GS-FJX45,,,,,1 5/16–12,1,38.1,103.4,,0,16 - 16,,,,,,,,
,1 5/16 JIC Female X 3/4 45° Hose Tail,180.41,16FJX45S-12GS,1,GS-FJX45,,,,,1 5/16–12,4-Mar,23.9,86.1,,14,16 - 12,,,,,,,,
,1 5/16 JIC Female X 1 45° Hose Tail,131.44,16FJX45S-16GS,90,GS-FJX45,,,,,1 5/16–12,1,23.9,95.8,,14,16 - 16,,,,,,,,
,1 5/8 JIC Female X 1 1/4 45° Hose Tail,177.66,20FJX45-038-20GS,56,GS-FJX45,,,,,1 5/8–12,1 1/4,38.1,109,,14,20 - 20,,,,,,,,
,1 5/8 JIC Female X 1 45° Hose Tail,POA,20FJX45S-16GS,0,GS-FJX45,,,,,1 5/8–12,1,24.9,107.4,,0,20 - 16,,,,,,,,
,9/16 JIC Female X 3/8 45° Hose Tail,62.98,6FJX45S-6GS,148,GS-FJX45,,,,,9/16–18,8-Mar,11,46.2,,14,6-Jun,,,,,,,,
,3/4 JIC Female X 3/8 45° Hose Tail,75.88,8FJX45S-6GS,9,GS-FJX45,,,,,3/4–16,8-Mar,15,57.2,,14,6-Aug,,,,,,,,
,3/4 JIC Female X 1/2 45° Hose Tail,75.49,8FJX45S-8GS,99,GS-FJX45,,,,,3/4–16,2-Jan,15,56.4,,14,8-Aug,,,,,,,,
GS-FJX90,,,,,,,,Female JIC 37° Flare Swivel - 90° Bent Tube,,JIC F,Hose ID,Drop Length mm,Cut Off Factor mm,,,10940,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312541_1709547659_1709546710_GS-FJX90.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , JIC GlobalSpiral Two Piece Tails,,
,7/8 JIC Female X 5/8 90 Hose Tail,164.74,10FJX90-036-10GS,57,GS-FJX90,,,,,7/8–14,8-May,36.1,61,,14,10/10/2001,,,,,,,,
,7/8 JIC Female X 1/2 90° Hose Tail,POA,10FJX90L-8GS,0,GS-FJX90,,,,,7/8–14,2-Jan,83.1,57.4,,0,10/8/2003,,,,,,,,
,7/8 JIC Female X 5/8 90 Hose Tail,139.57,10FJX90M-10GS,15,GS-FJX90,,,,,7/8–14,8-May,47,56.6,,14,10/10/2002,,,,,,,,
,7/8 JIC Female X 1/2 90° Hose Tail,78.6,10FJX90M-8GS,6,GS-FJX90,,,,,7/8–14,2-Jan,47,51.1,,14,10/8/2002,,,,,,,,
,7/8 JIC Female X 1/2 90° Hose Tail,80.72,10FJX90S-8GS,1,GS-FJX90,,,,,7/8–14,2-Jan,32,54.6,,14,10/8/2001,,,,,,,,
,1 1/16 JIC Female X 3/4 90° Hose Tail,112.11,12FJX90L-12GS,4,GS-FJX90,,,,,1 1/16–12,4-Mar,96,62,,14,12/12/2003,,,,,,,,
,1 1/16 JIC Female X 5/8 90 Hose Tail,196.69,12FJX90M-10GS,4,GS-FJX90,,,,,1 1/16–12,8-May,57.9,70.6,,14,12/10/2002,,,,,,,,
,1 1/16 JIC Female X 3/4 90° Hose Tail,63.4,12FJX90M-12GS,66,GS-FJX90,,,,,1 1/16–12,4-Mar,57.9,62,,14,12/12/2002,,,,,,,,
,1 1/16 JIC Female X 3/4 90° Hose Tail,96.4,12FJX90S-12GS,12,GS-FJX90,,,,,1 1/16–12,4-Mar,48,68.1,,14,12/12/2001,,,,,,,,
,1 1/16 JIC Female X 1/2 90° Hose Tail,106.65,12FJX90S-8GS,0,GS-FJX90,,,,,1 1/16–12,2-Jan,48,73.4,,14,12/8/2001,,,,,,,,
,1 3/16 JIC Female X 3/4 90° Hose Tail,POA,14FJX90-060-12GS,0,GS-FJX90,,,,,1 3/16–12,4-Mar,59.9,89.9,,0,14 - 12-03,,,,,,,,
,1 5/16 JIC Female X 3/4 90° Hose Tail,POA,16FJX90L-12GS,0,GS-FJX90,,,,,1 5/16–12,4-Mar,114.1,84.1,,0,16 - 12-03,,,,,,,,
,1 5/16 JIC Female X 1 90° Hose Tail,190.61,16FJX90L-16GS,10,GS-FJX90,,,,,1 5/16–12,1,110,87.6,,14,16 - 16-03,,,,,,,,
,1 5/16 JIC Female X 3/4 90° Hose Tail,99.85,16FJX90M-12GS,0,GS-FJX90,,,,,1 5/16–12,4-Mar,71.1,84.1,,14,16 - 12-02,,,,,,,,
,1 5/16 JIC Female X 1 90° Hose Tail,150.52,16FJX90M-16GS,88,GS-FJX90,,,,,1 5/16–12,1,71.1,87.6,,14,16 - 16-02,,,,,,,,
,1 5/16 JIC Female X 3/4 90° Hose Tail,107.28,16FJX90S-12GS,10,GS-FJX90,,,,,1 5/16–12,4-Mar,55.9,84.1,,14,16 - 12-01,,,,,,,,
,1 5/16 JIC Female X 1 90° Hose Tail,96.61,16FJX90S-16GS,13,GS-FJX90,,,,,1 5/16–12,1,55.9,87.6,,14,16 - 16-01,,,,,,,,
,1 5/8 JIC Female X 1 90° Hose Tail,POA,20FJX90L-16GS,0,GS-FJX90,,,,,1 5/8–12,1,129,97.5,,0,20 - 16-03,,,,,,,,
,1 5/8 JIC Female X 1 1/4 90° Hose Tail,213.88,20FJX90L-20GS,4,GS-FJX90,,,,,1 5/8–12,1 1/4,129,102.9,,14,20 - 20-03,,,,,,,,
,1 5/8 JIC Female X 1 1/4 90° Hose Tail,172.68,20FJX90M-20GS,52,GS-FJX90,,,,,1 5/8–12,1 1/4,78,102.9,,14,20 - 20-02,,,,,,,,
,1 5/8 JIC Female X 1 1/4 90° Hose Tail,169.31,20FJX90S-20GS,5,GS-FJX90,,,,,1 5/8–12,1 1/4,64,102.9,,14,20 - 20-01,,,,,,,,
,1 7/8 JIC Female X 1 1/4 90° Hose Tail,POA,24FJX90M-20GS,0,GS-FJX90,,,,,1 7/8–12,1 1/4,86.1,114.8,,0,24 - 20-02,,,,,,,,
,9/16 JIC Female X 3/8 90° Hose Tail,160.37,6FJX90L-6GS,10,GS-FJX90,,,,,9/16–18,8-Mar,54.1,50.3,,14,6/6/2003,,,,,,,,
,9/16 JIC Female X 3/8 90° Hose Tail,37.03,6FJX90S-6GS,135,GS-FJX90,,,,,9/16–18,8-Mar,23.1,43.2,,14,6/6/2001,,,,,,,,
,3/4 JIC Female X 3/8 90° Hose Tail,POA,8FJX90-083-6GS,0,GS-FJX90,,,,,3/4–16,8-Mar,83.1,55.1,,0,8/6/2003,,,,,,,,
,3/4 JIC Female X 1/2 90° Hose Tail,152.89,8FJX90L-8GS,0,GS-FJX90,,,,,3/4–16,2-Jan,64,54.6,,14,8/8/2003,,,,,,,,
,3/4 JIC Female X 3/8 90° Hose Tail,87.46,8FJX90M-6GS,2,GS-FJX90,,,,,3/4–16,8-Mar,40.9,55.1,,14,8/6/2002,,,,,,,,
,3/4 JIC Female X 1/2 90° Hose Tail,85.24,8FJX90M-8GS,107,GS-FJX90,,,,,3/4–16,2-Jan,40.9,54.6,,14,8/8/2002,,,,,,,,
,3/4 JIC Female X 1/2 90° Hose Tail,73.79,8FJX90S-8GS,7,GS-FJX90,,,,,3/4–16,2-Jan,29,48.5,,14,8/8/2001,,,,,,,,
,3/4 JIC Female X 1/2 90° Hose Tail,POA,8FJX90XL-8GS,0,GS-FJX90,,,,,3/4–16,2-Jan,103.1,54.6,,0,8/8/2004,,,,,,,,
GS-FKX,,,,,,,,Female Komatsu Style Japanese Metric Swivel,,JIS,Hose ID,,Cut Off Factor mm,,,11030,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312539_1709547654_1709546711_GS-FKX.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Metric GlobalSpiral Two Piece Tails,,
,M24X1.5 Metric JIS (Komatsu) Female X 5/8 Straight Hose Tail,115.83,10FKX-10GS,10,GS-FKX,,,,,M24X1.5,8-May,,44.7,,14,10-Oct,,,,,,,,
,M30X1.5 Metric JIS (Komatsu) Female X 3/4 Straight Hose Tail,121.24,12FKX-12GS,6,GS-FKX,,,,,M30X1.5,4-Mar,,50.8,,14,12-Dec,,,,,,,,
,M33X1.5 Metric JIS (Komatsu) Female X 1 Straight Hose Tail,132.84,16FKX-16GS,3,GS-FKX,,,,,M33X1.5,1,,58.2,,14,16 - 16,,,,,,,,
,M22X1.5 Metric JIS (Komatsu) Female X 1/2 Straight Hose Tail,POA,8FKX-8GS,0,GS-FKX,,,,,M22X1.5,2-Jan,,37.1,,0,8-Aug,,,,,,,,
GS-FL,,,,,,,,Code 61 O-Ring Flange,,CODE 61,Hose ID,,Cut Off Factor mm,,,11100,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312542_1709547660_1709546711_GS-FL.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Flanged GlobalSpiral Two Piece Tails,,
,3/4 CODE 61 X 5/8 Straight Hose Tail,POA,12FL-10GS,0,GS-FL,,,,,4-Mar,8-May,,58.7,,0,10-Dec,,,,,,,,
,3/4 CODE 61 X 3/4 Straight Hose Tail,51.94,12FL-12GS,10,GS-FL,,,,,4-Mar,4-Mar,,59.9,,14,12-Dec,,,,,,,,
,3/4 CODE 61 X 1 Straight Hose Tail,91.56,12FL-16GS,4,GS-FL,,,,,4-Mar,1,,61,,14,16-Dec,,,,,,,,
,3/4 CODE 61 X 1/2 Straight Hose Tail,POA,12FL-8GS,0,GS-FL,,,,,4-Mar,2-Jan,,60.5,,0,8-Dec,,,,,,,,
,1 CODE 61 X 3/4 Straight Hose Tail,101.62,16FL-12GS,6,GS-FL,,,,,1,4-Mar,,59.9,,14,16 - 12,,,,,,,,
,1 CODE 61 X 1 Straight Hose Tail,101.06,16FL-16GS,21,GS-FL,,,,,1,1,,68.6,,14,16 - 16,,,,,,,,
,1 CODE 61 X 1 1/4 Straight Hose Tail,115.83,16FL-20GS,20,GS-FL,,,,,1,1 1/4,,64.8,,14,16 - 20,,,,,,,,
,1 CODE 61 X 1/2 Straight Hose Tail,POA,16FL-8GS,0,GS-FL,,,,,1,2-Jan,,34.8,,0,16 - 08,,,,,,,,
,1 1/4 CODE 61 X 3/4 Straight Hose Tail,186.36,20FL-12GS,9,GS-FL,,,,,1 1/4,4-Mar,,59.9,,14,20 - 12,,,,,,,,
,1 1/4 CODE 61 X 1 Straight Hose Tail,93.76,20FL-16GS,6,GS-FL,,,,,1 1/4,1,,68.3,,14,20 - 16,,,,,,,,
,1 1/4 CODE 61 X 1 1/4 Straight Hose Tail,109.53,20FL-20GS,20,GS-FL,,,,,1 1/4,1 1/4,,74.9,,14,20 - 20,,,,,,,,
,1 1/2 CODE 61 X 1 Straight Hose Tail,200.82,24FL-16GS,9,GS-FL,,,,,1 1/2,1,,48.3,,14,24 - 16,,,,,,,,
,1 1/2 CODE 61 X 1 1/4 Straight Hose Tail,186.57,24FL-20GS,9,GS-FL,,,,,1 1/2,1 1/4,,88.9,,14,24 - 20,,,,,,,,
,2 CODE 61 X 1 1/4 Straight Hose Tail,241.44,32FL-20GS,3,GS-FL,,,,,2,1 1/4,,73.9,,14,32 - 20,,,,,,,,
,1/2 CODE 61 X 3/4 Straight Hose Tail,POA,8FL-12GS,0,GS-FL,,,,,2-Jan,4-Mar,,61,,0,12-Aug,,,,,,,,
,1/2 CODE 61 X 3/8 Straight Hose Tail,POA,8FL-6GS,0,GS-FL,,,,,2-Jan,8-Mar,,54.1,,0,6-Aug,,,,,,,,
,1/2 CODE 61 X 1/2 Straight Hose Tail,66.15,8FL-8GS,20,GS-FL,,,,,2-Jan,2-Jan,,55.6,,14,8-Aug,,,,,,,,
GS-FL100,,,,,,,,Code 61 O-Ring Flange - 100° Bent Tube,,CODE 61,Hose ID,Drop Length mm,Cut Off Factor mm,,,11170,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312544_1709547664_1709546712_GS-FL100.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Flanged GlobalSpiral Two Piece Tails,,
,1 CODE 61 X 3/4 100° Hose Tail,POA,16FL100-059-12GS,0,GS-FL100,,,,,1,4-Mar,58.9,74.2,,0,16 - 12,,,,,,,,
GS-FL110,,,,,,,,Code 61 O-Ring Flange - 110° Bent Tube,,CODE 61,Hose ID,Drop Length mm,Cut Off Factor mm,,,11180,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312544_1709547664_1709546712_GS-FL110.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Flanged GlobalSpiral Two Piece Tails,,
,3/4 CODE 61 X 3/4 110° Hose Tail,153.63,12FL110-064-12GS,1,GS-FL110,,,,,4-Mar,4-Mar,64,80,,14,12-Dec,,,,,,,,
,1 CODE 61 X 1 110° Hose Tail,114.4,16FL110-073-16GS,6,GS-FL110,,,,,1,1,72.9,91.7,,14,16 - 16,,,,,,,,
,1 1/4 CODE 61 X 1 110° Hose Tail,151.91,20FL110-073-16GS,0,GS-FL110,,,,,1 1/4,1,72.9,61.2,,14,20 - 16,,,,,,,,
,1 1/4 CODE 61 X 1 1/4 110° Hose Tail,196.99,20FL110-080-20GS,10,GS-FL110,,,,,1 1/4,1 1/4,80,110,,14,20 - 20,,,,,,,,
,1 1/2 CODE 61 X 1 1/4 110° Hose Tail,281.92,24FL110-080-20GS,6,GS-FL110,,,,,1 1/2,1 1/4,80,110,,14,24 - 20,,,,,,,,
GS-FL135,,,,,,,,Code 61 O-Ring Flange - 135° Bent Tube,,CODE 61,Hose ID,Drop Length mm,Cut Off Factor mm,,,11190,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312544_1709547664_1709546713_GS-FL135.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Flanged GlobalSpiral Two Piece Tails,,
,3/4 CODE 61 X 3/4 135° Hose Tail,182.93,12FL135-070-12GS,5,GS-FL135,,,,,4-Mar,4-Mar,70.1,46,,14,12-Dec,,,,,,,,
GS-FL22,,,,,,,,Code 61 O-Ring Flange - 30° Bent Tube,,CODE 61,Hose ID,Drop Length mm,Cut Off Factor mm,,,11110,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312542_1709547660_1709546713_GS-FL22.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Flanged GlobalSpiral Two Piece Tails,,
,3/4 CODE 61 X 3/4 22° Hose Tail,72.89,12FL22M-12GS,4,GS-FL22,,,,,4-Mar,4-Mar,11,80,,14,12-Dec,,,,,,,,
,1 CODE 61 X 3/4 22° Hose Tail,115.91,16FL22M-12GS,7,GS-FL22,,,,,1,4-Mar,14,82,,14,16 - 12,,,,,,,,
,1 CODE 61 X 1 22° Hose Tail,95.84,16FL22M-16GS,9,GS-FL22,,,,,1,1,14,98.3,,14,16 - 16,,,,,,,,
,1 1/4 CODE 61 X 1 22° Hose Tail,186.74,20FL22M-16GS,4,GS-FL22,,,,,1 1/4,1,15,111,,14,20 - 16,,,,,,,,
,1 1/4 CODE 61 X 1 1/4 22° Hose Tail,147.96,20FL22M-20GS,5,GS-FL22,,,,,1 1/4,1 1/4,15,106.9,,14,20 - 20,,,,,,,,
,1 1/2 CODE 61 X 1 1/4 22° Hose Tail,209.92,24FL22M-20GS,5,GS-FL22,,,,,1 1/2,1 1/4,18,114.8,,14,24 - 20,,,,,,,,
,1/2 CODE 61 X 1/2 22° Hose Tail,POA,8FL22M-8GS,0,GS-FL22,,,,,2-Jan,2-Jan,8.9,58.4,,0,8-Aug,,,,,,,,
GS-FL30,,,,,,,,Code 61 O-Ring Flange - 22 1/2° Bent Tube,,CODE 61,Hose ID,Drop Length mm,Cut Off Factor mm,,,11120,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312542_1709547661_1709546713_GS-FL30.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Flanged GlobalSpiral Two Piece Tails,,
,3/4 CODE 61 X 3/4 30° Hose Tail,76.63,12FL30M-12GS,6,GS-FL30,,,,,4-Mar,4-Mar,16,78,,14,12-Dec,,,,,,,,
,3/4 CODE 61 X 1/2 30° Hose Tail,POA,12FL30M-8GS,0,GS-FL30,,,,,4-Mar,2-Jan,16,62.5,,0,8-Dec,,,,,,,,
,1 CODE 61 X 3/4 30° Hose Tail,173.88,16FL30M-12GS,5,GS-FL30,,,,,1,4-Mar,19.1,70.1,,14,16 - 12,,,,,,,,
,1 CODE 61 X 1 30° Hose Tail,96.64,16FL30M-16GS,5,GS-FL30,,,,,1,1,19.1,96.5,,14,16 - 16,,,,,,,,
,1 1/4 CODE 61 X 1 30° Hose Tail,191.25,20FL30M-16GS,4,GS-FL30,,,,,1 1/4,1,22.1,109,,14,20 - 16,,,,,,,,
,1 1/4 CODE 61 X 1 1/4 30° Hose Tail,149.79,20FL30M-20GS,4,GS-FL30,,,,,1 1/4,1 1/4,22.1,104.9,,14,20 - 20,,,,,,,,
,1 1/2 CODE 61 X 1 1/4 30° Hose Tail,230.77,24FL30M-20GS,4,GS-FL30,,,,,1 1/2,1 1/4,30,111,,14,24 - 20,,,,,,,,
GS-FL45,,,,,,,,Code 61 O-Ring Flange - 45° Bent Tube,,CODE 61,Hose ID,Drop Length mm,Cut Off Factor mm,,,11130,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312543_1709547661_1709546713_GS-FL45.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Flanged GlobalSpiral Two Piece Tails,,
,3/4 CODE 61 X 5/8 45 Hose Tail,POA,12FL45M-10GS,0,GS-FL45,,,,,4-Mar,8-May,25.9,76.7,,0,10-Dec,,,,,,,,
,3/4 CODE 61 X 3/4 45° Hose Tail,70.88,12FL45M-12GS,7,GS-FL45,,,,,4-Mar,4-Mar,25.9,72.9,,14,12-Dec,,,,,,,,
,3/4 CODE 61 X 1/2 45° Hose Tail,167.2,12FL45M-8GS,5,GS-FL45,,,,,4-Mar,2-Jan,25.9,63.5,,14,8-Dec,,,,,,,,
,1 CODE 61 X 1 45° Hose Tail,94.78,16FL45M-16GS,9,GS-FL45,,,,,1,1,32,90.7,,14,16 - 16,,,,,,,,
,1 CODE 61 X 1 1/4 45° Hose Tail,244.95,16FL45M-20GS,7,GS-FL45,,,,,1,1 1/4,32,92,,14,16 - 20,,,,,,,,
,1 CODE 61 X 3/4 45° Hose Tail,99.78,16FL45S-12GS,14,GS-FL45,,,,,1,4-Mar,27.9,74.9,,14,16 - 12,,,,,,,,
,1 1/4 CODE 61 X 1 45° Hose Tail,181.79,20FL45M-16GS,8,GS-FL45,,,,,1 1/4,1,38.1,100.8,,14,20 - 16,,,,,,,,
,1 1/4 CODE 61 X 1 1/4 45° Hose Tail,151.85,20FL45S-20GS,8,GS-FL45,,,,,1 1/4,1 1/4,32,98.8,,14,20 - 20,,,,,,,,
,1 1/2 CODE 61 X 1 1/4 45° Hose Tail,222.26,24FL45S-20GS,10,GS-FL45,,,,,1 1/2,1 1/4,38.1,104.9,,14,24 - 20,,,,,,,,
,1/2 CODE 61 X 3/8 45° Hose Tail,POA,8FL45M-6GS,0,GS-FL45,,,,,2-Jan,8-Mar,19.1,57.2,,0,6-Aug,,,,,,,,
,1/2 CODE 61 X 1/2 45° Hose Tail,123.81,8FL45M-8GS,4,GS-FL45,,,,,2-Jan,2-Jan,19.1,56.4,,14,8-Aug,,,,,,,,
GS-FL60,,,,,,,,Code 61 O-Ring Flange - 60° Bent Tube,,CODE 61,Hose ID,Drop Length mm,Cut Off Factor mm,,,11140,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312543_1709547661_1709546714_GS-FL60.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Flanged GlobalSpiral Two Piece Tails,,
,3/4 CODE 61 X 3/4 60° Hose Tail,72.08,12FL60M-12GS,10,GS-FL60,,,,,4-Mar,4-Mar,37.1,86.1,,14,12-Dec,,,,,,,,
,1 CODE 61 X 3/4 60° Hose Tail,186.08,16FL60M-12GS,6,GS-FL60,,,,,1,4-Mar,43.9,85.1,,14,16 - 12,,,,,,,,
,1 CODE 61 X 1 60° Hose Tail,95.56,16FL60M-16GS,10,GS-FL60,,,,,1,1,43.9,100.8,,14,16 - 16,,,,,,,,
,1 1/4 CODE 61 X 1 60° Hose Tail,144.55,20FL60M-16GS,2,GS-FL60,,,,,1 1/4,1,55.1,100.1,,14,20 - 16,,,,,,,,
,1 1/4 CODE 61 X 1 1/4 60° Hose Tail,138.05,20FL60M-20GS,10,GS-FL60,,,,,1 1/4,1 1/4,55.1,115.8,,14,20 - 20,,,,,,,,
,1 1/2 CODE 61 X 1 1/4 60° Hose Tail,189.41,24FL60M-20GS,2,GS-FL60,,,,,1 1/2,1 1/4,64,124,,14,24 - 20,,,,,,,,
,1/2 CODE 61 X 1/2 60° Hose Tail,POA,8FL60M-8GS,0,GS-FL60,,,,,2-Jan,2-Jan,26.9,66.6,,0,8-Aug,,,,,,,,
GS-FL67,,,,,,,,Code 61 O-Ring Flange - 67 1/2° Bent Tube,,CODE 61,Hose ID,Drop Length mm,Cut Off Factor mm,,,11150,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312543_1709547662_1709546714_GS-FL67.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Flanged GlobalSpiral Two Piece Tails,,
,3/4 CODE 61 X 1/2 67° Hose Tail,POA,12FL67-032-8GS,0,GS-FL67,,,,,4-Mar,2-Jan,32,56.1,,0,8-Dec,,,,,,,,
,3/4 CODE 61 X 3/4 67° Hose Tail,73.39,12FL67M-12GS,4,GS-FL67,,,,,4-Mar,4-Mar,41.9,81,,14,12-Dec,,,,,,,,
,1 CODE 61 X 3/4 67° Hose Tail,186.85,16FL67M-12GS,4,GS-FL67,,,,,1,4-Mar,51.1,78,,14,16 - 12,,,,,,,,
,1 CODE 61 X 1 67° Hose Tail,98.21,16FL67M-16GS,4,GS-FL67,,,,,1,1,51.1,94.2,,14,16 - 16,,,,,,,,
,1 1/4 CODE 61 X 1 67° Hose Tail,POA,20FL67M-16GS,0,GS-FL67,,,,,1 1/4,1,64,91.2,,0,20 - 16,,,,,,,,
,1 1/4 CODE 61 X 1 1/4 67° Hose Tail,142.69,20FL67M-20GS,8,GS-FL67,,,,,1 1/4,1 1/4,64,106.9,,14,20 - 20,,,,,,,,
,1 1/2 CODE 61 X 1 1/4 67° Hose Tail,249.39,24FL67S-20GS,3,GS-FL67,,,,,1 1/2,1 1/4,51.1,93,,14,24 - 20,,,,,,,,
GS-FL90,,,,,,,,Code 61 O-Ring Flange - 90° Bent Tube,,CODE 61,Hose ID,Drop Length mm,Cut Off Factor mm,,,11160,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312543_1709547662_1709546715_GS-FL90.jpg,Hydraulic , Fittings , Gates , GS - GlobalSpiral Two Piece Tail , Flanged GlobalSpiral Two Piece Tails,,
,3/4 CODE 61 X 3/4 90° Hose Tail,184.39,12FL90-100-12GS,10,GS-FL90,,,,,4-Mar,4-Mar,100.1,61,,14,12/12/2003,,,,,,,,
,3/4 CODE 61 X 3/4 90° Hose Tail,134.32,12FL90-125-12GS,4,GS-FL90,,,,,4-Mar,4-Mar,125,71.1,,14,12/12/2004,,,,,,,,
,3/4 CODE 61 X 1 90° Hose Tail,213.44,12FL90-16GS,4,GS-FL90,,,,,4-Mar,1,80,78.7,,14,12/16/2001,,,,,,,,
,3/4 CODE 61 X 5/8 90 Hose Tail,POA,12FL90M-10GS,0,GS-FL90,,,,,4-Mar,8-May,57.9,59.7,,0,12/10/2002,,,,,,,,
,3/4 CODE 61 X 3/4 90° Hose Tail,73.2,12FL90M-12GS,4,GS-FL90,,,,,4-Mar,4-Mar,57.9,61,,14,12/12/2002,,,,,,,,
,3/4 CODE 61 X 1 90° Hose Tail,POA,12FL90M-16GS,0,GS-FL90,,,,,4-Mar,1,57.9,129,,0,12/16/2002,,,,,,,,
,3/4 CODE 61 X 1/2 90° Hose Tail,160.13,12FL90M-8GS,10,GS-FL90,,,,,4-Mar,2-Jan,57.9,50.3,,14,12/8/2002,,,,,,,,
,1 CODE 61 X 3/4 90° Hose Tail,198.87,16FL90-080-12GS,2,GS-FL90,,,,,1,4-Mar,80,77,,14,16 - 12-02,,,,,,,,
,1 CODE 61 X 1 90° Hose Tail,152.73,16FL90-120-16GS,5,GS-FL90,,,,,1,1,119.9,77.2,,14,16 - 16-03,,,,,,,,
,1 CODE 61 X 1 90° Hose Tail,POA,16FL90-150-16GS,0,GS-FL90,,,,,1,1,150.1,87.4,,0,16 - 16-04,,,,,,,,
,1 CODE 61 X 3/4 90° Hose Tail,185.34,16FL90-178-12GS,3,GS-FL90,,,,,1,4-Mar,178.1,60.5,,14,16 - 12-04,,,,,,,,
,1 CODE 61 X 1 90° Hose Tail,POA,16FL90-210-16GS,0,GS-FL90,,,,,1,1,210.1,76.7,,0,16 - 16-05,,,,,,,,
,1 CODE 61 X 1 1/4 90° Hose Tail,POA,16FL90-215-20GS,0,GS-FL90,,,,,1,1 1/4,214.9,88.9,,0,16 - 20-03,,,,,,,,
,1 CODE 61 X 3/4 90° Hose Tail,142.23,16FL90M-12GS,10,GS-FL90,,,,,1,4-Mar,70.1,61,,14,16 - 12-03,,,,,,,,
,1 CODE 61 X 1 90° Hose Tail,78.31,16FL90M-16GS,10,GS-FL90,,,,,1,1,70.1,78.5,,14,16 - 16-02,,,,,,,,
,1 CODE 61 X 1 1/4 90° Hose Tail,215.48,16FL90M-20GS,6,GS-FL90,,,,,1,1 1/4,70.1,88.9,,14,16 - 20-02,,,,,,,,
